1649863604271,-2.1792907715,-2.5343627930,1.2762298584
1649863604469,0.0260620117,-1.3363952637,2.3903961182
1649863604668,2.0586700439,-0.0370178223,1.5438385010
1649863604865,2.6678314209,0.3952331543,-0.4524688721
1649863605060,1.7306213379,0.5687255859,-2.0274810791
1649863605264,0.1077880859,0.0234680176,-2.5795745850
1649863605460,-1.9417419434,-1.8147583008,-1.3572387695
1649863605653,-2.0539550781,-3.0522003174,1.5470886230
1649863605854,0.5837860107,-1.2307128906,2.1106719971
1649863606045,2.4358215332,0.2920532227,1.0547180176
1649863606245,2.5216522217,0.1534576416,-0.8992614746
1649863606442,1.5647735596,1.0676269531,-2.0408020020
1649863606641,-0.6998901367,-1.1702270508,-2.4571075439
1649863606839,-2.6896820068,-3.0500640869,0.0693359375
1649863607032,-0.9530334473,-2.2349243164,2.1030426025
1649863607234,1.6952514648,0.0852813721,1.5411529541
1649863607431,2.8191986084,0.2114868164,0.0972442627
1649863607621,2.3259277344,0.7601165771,-1.5905914307
1649863607826,0.3701629639,-0.0692596436,-2.4298553467
1649863608018,-1.6874237061,-1.4915466309,-1.7285156250
1649863608218,-2.1100311279,-0.2167816162,0.7064056396
1649863608408,-0.5670928955,-1.6389617920,1.5922851562
1649863608606,1.5687561035,-0.7258911133,1.2761077881
1649863608810,2.1195678711,0.8168029785,-0.1549224854
1649863609006,1.0232391357,0.6920013428,-0.6352996826
1649863609200,0.0608215332,0.2330474854,-1.6586914062
1649863609397,-1.7191314697,-1.8519592285,-1.5304107666
1649863609591,-2.3560791016,-2.3061523438,1.2891082764
1649863609792,0.6600799561,-2.7551422119,1.9092102051
1649863609991,2.7942810059,0.8241271973,0.9107971191
1649863610188,2.4704589844,0.4381256104,-1.4523468018
1649863610387,1.1456604004,0.2078857422,-2.2607727051
1649863610576,-1.0097961426,-1.1676025391,-2.4201507568
1649863610780,-2.3089294434,-2.4274597168,0.0050659180
1649863610977,-0.5973358154,-2.2010803223,2.0891723633
1649863611173,1.8543853760,-0.1516723633,1.9176940918
