1649856494641,0.3739059269,-0.6975159645,0.4389988184,0.4253773093,0.0000000000
1649856494845,0.4349289238,-0.7038331032,0.5534387827,0.0957147107,0.0000000000
1649856495042,-0.4456651509,0.5513750315,-0.7046813369,0.0281493012,0.0000000000
1649856495240,0.4473285079,-0.3614142835,0.8180134892,0.0114404690,0.0000000000
1649856495436,0.5746555924,-0.1515676826,0.7938452959,0.1288712770,0.0000000000
1649856495630,0.7308251262,-0.0135808885,0.6177852154,0.2899165452,0.0000000000
1649856495823,0.7252738476,0.0841359347,0.4907398224,0.4754717648,0.0000000000
1649856496025,0.6141759753,0.1723842025,0.4186503589,0.6463771462,0.0000000000
1649856496224,0.4970942736,0.0625357851,0.3071104288,0.8091166615,0.0000000000
1649856496418,0.3916328251,-0.3221838176,0.3382894397,0.7927052379,0.0000000000
1649856496614,0.4137239158,-0.7080653906,0.4071058035,0.4021700919,0.0000000000
1649856496815,0.3854449987,-0.7362824082,0.5389104486,0.1374624819,0.0000000000
1649856497014,0.4464948475,-0.5852760673,0.6767639518,0.0092102643,0.0000000000
1649856497203,0.4471353292,-0.3728136718,0.8097749949,0.0731058419,0.0000000000
1649856497406,0.6445390582,-0.1411321461,0.7293446660,0.1808521450,0.0000000000
1649856497606,0.7404497266,-0.0084418729,0.5726411939,0.3517741263,0.0000000000
1649856497816,0.6703850031,0.0955715552,0.5051929355,0.5350047946,0.0000000000
1649856497999,0.5655300617,0.0815631896,0.3881721497,0.7230805755,0.0000000000
1649856498189,0.3995854259,-0.0894499421,0.3228977025,0.8532685637,0.0000000000
1649856498392,0.3552853465,-0.5571889877,0.3425324857,0.6678205132,0.0000000000
1649856498590,0.4218791127,-0.7535369396,0.4345972836,0.2555880845,0.0000000000
1649856498783,0.4465338886,-0.6868729591,0.5710233450,0.0523960702,0.0000000000
1649856498983,-0.4871878922,0.5279326439,-0.6954708099,0.0159835946,0.0000000000
1649856499175,0.6330819130,-0.3109583557,0.7080609202,0.0340877101,0.0000000000
1649856499376,0.7622684240,-0.0889120027,0.6141970158,0.1838572174,0.0000000000
1649856499571,0.7494837046,0.0587952062,0.5452805161,0.3707916439,0.0000000000
1649856499768,0.6617382169,0.1284137070,0.4757450521,0.5650478601,0.0000000000
1649856499971,0.4969764352,0.0816213489,0.3977358341,0.7669149637,0.0000000000
1649856500161,0.3629576266,-0.2727909684,0.2927471399,0.8415141106,0.0000000000
1649856500361,0.3263814449,-0.7040351033,0.3466109037,0.5269445777,0.0000000000
1649856500561,0.3314932585,-0.7593127489,0.4957171977,0.2604243755,0.0000000000
1649856500757,0.3341584504,-0.6396110654,0.6823493838,0.1167697012,0.0000000000
1649856500955,0.3820045888,-0.4710744023,0.7898718715,0.0909056515,0.0000000000
1649856501148,0.5602976680,-0.2703279853,0.7756924033,0.1062573269,0.0000000000
1649856501345,0.7131332755,-0.1358588487,0.6530189514,0.2157533914,0.0000000000
1649856501543,0.7031229138,-0.0274887662,0.6007189155,0.3794723749,0.0000000000
1649856501737,0.6204144359,0.0715145767,0.5535362363,0.5509711504,0.0000000000
1649856501939,0.5154260993,0.1061393619,0.4468862712,0.7234383225,0.0000000000
1649856502132,0.3758386672,0.0055511342,0.3463912010,0.8594926596,0.0000000000
1649856502331,0.3374463916,-0.4536402822,0.3284287453,0.7566207647,0.0000000000
1649856502532,0.3376272023,-0.7593889236,0.3931905627,0.3933668435,0.0000000000
1649856502722,0.3384100199,-0.7410507202,0.5482694507,0.1890055984,0.0000000000
1649856502926,0.3413301408,-0.5737898350,0.7303674221,0.1442997158,0.0000000000
1649856503121,0.4072231650,-0.3841107786,0.8152502179,0.1483082324,0.0000000000
1649856503316,0.5933561921,-0.2040245980,0.7496576905,0.2105130106,0.0000000000
1649856503518,0.6603444815,-0.0319834985,0.6669241190,0.3437069058,0.0000000000
1649856503709,0.6289710999,0.1033353657,0.5757834315,0.5120454431,0.0000000000
1649856503912,0.5285494924,0.1745896041,0.4613105357,0.6909026504,0.0000000000
1649856504111,0.3764078021,0.0839066952,0.3742291033,0.8433441520,0.0000000000
1649856504300,0.3010254502,-0.3889680505,0.3751798272,0.7857019901,0.0000000000
1649856504498,0.3930528462,-0.7585160732,0.4093475938,0.3203082383,0.0000000000
1649856504693,0.3630530536,-0.7044030428,0.5794761777,0.1903054565,0.0000000000
1649856504896,0.3672170639,-0.5550699234,0.7399358153,0.0976934209,0.0000000000
1649856505096,0.4511346817,-0.3834701180,0.8018036485,0.0808644965,0.0000000000
1649856505290,0.6713242531,-0.2153288424,0.6949248910,0.1415510327,0.0000000000
1649856505484,0.6759489775,-0.0310552642,0.6709683537,0.3031996489,0.0000000000
