1650131768806,0.3514540792,-0.7417216897,0.5687485337,0.0534234047,0.0000000000
1650131769049,-0.3961605728,0.6739408970,-0.6187255979,0.0777114928,0.0000000000
1650131769226,-0.4012779295,0.5628870130,-0.7101988196,0.1332359463,0.0000000000
1650131769398,-0.4048384130,0.4146096408,-0.8086333871,0.1015715376,0.0000000000
1650131769640,-0.4364680946,0.2340435088,-0.8683480620,0.0262856036,0.0000000000
1650131769810,0.5782086849,-0.0923531577,0.8036963344,0.1059143096,0.0000000000
1650131769993,0.6477786303,-0.0025958742,0.7149037123,0.2632275820,0.0000000000
1650131770231,0.6593467593,0.0757056996,0.6255165935,0.4101944566,0.0000000000
1650131770407,0.6011486650,0.1494305134,0.5591225624,0.5510651469,0.0000000000
1650131770581,0.5101700425,0.2146787047,0.5223240256,0.6487042308,0.0000000000
1650131770816,0.4384879768,0.2066397518,0.4582261741,0.7450215220,0.0000000000
1650131770996,0.3517046869,-0.0579148643,0.4200611711,0.8345647454,0.0000000000
1650131771176,0.3732568324,-0.5689200163,0.4406991899,0.5854857564,0.0000000000
1650131771406,0.3766310811,-0.7310412526,0.5189858675,0.2331982106,0.0000000000
1650131771591,-0.4017246366,0.7223035097,-0.5623822808,0.0249232072,0.0000000000
1650131771767,-0.3990758061,0.6462379098,-0.6343479753,0.1439363360,0.0000000000
1650131772003,-0.3862250745,0.5135623217,-0.7422194481,0.1902478337,0.0000000000
1650131772181,-0.3834823966,0.3424384296,-0.8402765989,0.1720826626,0.0000000000
1650131772352,-0.5602433681,0.1236001849,-0.8142980933,0.0881419256,0.0000000000
1650131772602,0.7762454748,0.0225368142,0.6197651029,0.1132532507,0.0000000000
1650131772769,0.7088698149,0.1617662460,0.6244875789,0.2852201462,0.0000000000
1650131772949,0.6140609384,0.2792618573,0.6145485044,0.4089891315,0.0000000000
1650131773186,0.5250154734,0.3323065937,0.5821617842,0.5244222879,0.0000000000
1650131773357,0.4105452597,0.3325941563,0.5401945710,0.6549988985,0.0000000000
1650131773540,0.2810161412,0.1735279560,0.4985653460,0.8014677763,0.0000000000
1650131773778,0.2966822088,-0.3635379970,0.5127736330,0.7189457417,0.0000000000
