1649863046976,-7.0515804291,-2.2504034042,-0.5626358986
1649863047180,-3.7887001038,-3.0586826801,9.1620998383
1649863047378,5.1165814400,-4.4794597626,5.6255750656
1649863047572,5.3240261078,-6.4095025063,1.2875170708
1649863047767,6.6053533554,-7.5296325684,-3.6412639618
1649863047962,3.6457195282,-8.4499130249,-3.6012163162
1649863048165,-1.0959177017,-8.7948007584,-3.3704829216
1649863048363,-3.0243606567,-5.3225593567,-4.4731936455
1649863048554,-6.5912489891,-1.7881526947,-2.8610739708
1649863048755,-7.4121732712,-3.2444756031,7.8214488029
1649863048950,2.5576601028,-5.1607103348,6.4501523972
1649863049150,6.2875838280,-7.0931181908,2.3440990448
1649863049347,9.2697744370,-7.1641340256,-2.2544426918
1649863049538,3.3686313629,-9.0956602097,-2.3005406857
1649863049742,-0.7815475464,-8.8756361008,-3.5380656719
1649863049939,-1.4053936005,-5.3637533188,-5.4200744629
1649863050134,-9.3215808868,-3.4099740982,-1.2296659946
1649863050332,-7.6273212433,-3.9513311386,9.1759748459
1649863050523,3.7141838074,-6.8988213539,6.2918696404
1649863050726,8.0283622742,-9.1532592773,3.3923268318
1649863050923,7.7899041176,-8.9730491638,-2.9694826603
1649863051118,2.7525062561,-8.3446140289,-4.7144393921
1649863051318,0.1839408875,-7.9849777222,-3.4650566578
1649863051508,-3.5135779381,-5.3777680397,-5.1827750206
1649863051712,-9.4937782288,-4.0067930222,2.4987173080
1649863051908,-2.7542800903,-3.9797594547,11.2241172791
1649863052108,5.2740192413,-6.9154415131,6.9167222977
1649863052304,7.9476561546,-9.4988031387,-0.9720219374
1649863052499,7.4769144058,-8.3129367828,-4.0193538666
1649863052695,-0.1683158875,-8.5885934830,-3.5756680965
1649863052894,-1.1463851929,-5.8454051018,-4.9402561188
1649863053088,-4.0770330429,-3.3299703598,-3.7342653275
1649863053287,-8.9329624176,-4.0240993500,4.5321798325
1649863053484,-0.0971660614,-4.4684085846,9.7056255341
1649863053681,7.1243214607,-7.6127829552,6.3497281075
1649863053878,8.1022167206,-8.6227512360,-1.3537154198
1649863054069,6.5630207062,-8.0877838135,-3.3151471615
1649863054273,0.1928100586,-8.4369697571,-2.7942066193
1649863054463,-2.4856901169,-4.6586160660,-3.1059939861
1649863054664,-6.4070515633,-2.8288426399,-3.0345211029
1649863054865,-8.7909984589,-2.4382343292,6.3780140877
1649863055056,1.0933089256,-4.1754212379,8.5613412857
1649863055259,5.9399962425,-7.8078951836,4.1212949753
1649863055456,7.3060765266,-8.4142045975,-0.6400083303
1649863055652,6.2871484756,-6.0810947418,-4.4732828140
1649863055849,0.0904874802,-8.3440494537,-2.6347329617
1649863056039,-1.2995357513,-5.4884529114,-3.5822546482
1649863056243,-3.2543132305,-4.3251500130,-6.4365725517
1649863056441,-11.2962379456,-3.9102847576,4.0844020844
1649863056634,0.5364665985,-3.3311245441,8.1604766846
1649863056832,4.9351162910,-7.0254473686,6.9134397507
1649863057026,7.1069688797,-10.0753726959,1.6843531132
1649863057230,7.4778079987,-8.0109577179,-3.1243498325
1649863057425,0.8853292465,-9.2288846970,-2.6939857006
1649863057620,-2.8343391418,-6.2452330589,-5.9436931610
1649863057818,-6.4602942467,-4.5101532936,-4.3988671303
1649863058017,-8.2271862030,-2.9751484394,6.3470849991
1649863058216,1.8154678345,-4.5047645569,9.8045349121
1649863058411,5.1781845093,-7.9148945808,5.9499664307
1649863058602,8.4597911835,-8.7444829941,-2.6958575249
1649863058806,4.0271863937,-8.9734439850,-4.8658494949
1649863059000,0.2169141769,-8.1578397751,-4.5820589066
1649863059201,-2.2591519356,-5.7070670128,-3.5160722733
1649863059396,-8.6622200012,-3.6516046524,1.3848695755
1649863059589,-4.1617360115,-3.7686700821,9.8746566772
1649863059790,4.5316381454,-6.3114032745,7.3807229996
1649863059986,7.5603256226,-9.0812969208,4.0941591263
1649863060185,8.5668382645,-9.9070043564,-3.0886106491
1649863060382,0.9837121964,-8.6634664536,-4.5390100479
1649863060572,-0.5080142021,-7.1083683968,-5.2915325165
1649863060769,-3.3150725365,-3.9835391045,-5.7685961723
1649863060970,-9.5348968506,-4.3214969635,5.6473278999
1649863061164,1.0962195396,-4.9642543793,10.4138717651
1649863061362,5.7639594078,-8.8711395264,5.9313964844
1649863061557,9.8927001953,-8.7160167694,-1.2458107471
1649863061758,5.1017856598,-8.7219104767,-3.1936373711
1649863061950,0.6139669418,-8.4981908798,-4.2787461281
1649863062149,-1.4714717865,-5.2318406105,-6.0603837967
1649863062344,-9.6446590424,-3.6627984047,-0.3447458744
1649863062543,-3.8716449738,-3.6549930573,8.4376077652
1649863062741,4.5479145050,-6.0879697800,8.6485147476
1649863062938,9.0501499176,-9.5329494476,4.7961339951
1649863063134,8.2793731689,-9.7981634140,-2.6961638927
1649863063333,1.3463573456,-8.5753440857,-4.6122007370
1649863063533,-1.5055913925,-5.2185039520,-6.2077770233
1649863063729,-2.8952836990,-3.6794319153,-3.8169269562
1649863063924,-6.7839784622,-4.4494237900,6.0756549835
1649863064119,2.0297837257,-4.8682413101,12.0275421143
1649863064324,8.6138839722,-7.6656818390,7.2999143600
1649863064517,9.3438987732,-10.0188798904,-2.5239658356
1649863064710,3.1014127731,-9.1011781693,-4.0454597473
1649863064911,0.8306584358,-6.4586963654,-4.7848205566
1649863065103,-1.6950144768,-4.6321029663,-5.0166425705
1649863065307,-8.7778234482,-3.9422216415,2.9029397964
1649863065503,-2.1841211319,-4.0536952019,10.3701906204
1649863065697,7.5336956978,-7.5106391907,8.3791904449
1649863065897,8.1805934906,-9.9117670059,2.5169730186
1649863066089,6.8725080490,-8.3189792633,-4.6504731178
1649863066293,2.3551349640,-6.8860979080,-3.2391018867
1649863066489,-0.7544465065,-5.7451257706,-4.4555339813
1649863066686,-6.4010958672,-5.4578404427,-2.7258689404
1649863066884,-7.2044415474,-3.9850237370,9.2041349411
1649863067076,2.1973986626,-5.4014201164,10.4183082581
1649863067279,8.7293701172,-7.7031621933,4.5317025185
1649863067475,9.4639005661,-7.9432373047,-2.3369040489
