1649852202784,0.9747772217,-1.5558013916,4.0790863037
1649852202987,2.7785034180,-0.3016815186,1.4498443604
1649852203183,4.2048797607,1.0075836182,-2.1157379150
1649852203379,3.5276184082,-0.3888549805,-2.9115142822
1649852203573,-0.0707092285,-0.7066955566,-3.1597137451
1649852203768,-3.5946960449,-5.2647094727,-0.0856933594
1649852203972,0.3537139893,-6.4561462402,3.8434753418
1649852204169,2.0171813965,1.3532867432,1.9835662842
1649852204362,3.4254760742,0.4089965820,-0.9470825195
1649852204561,4.0957794189,1.2430114746,-2.3175048828
1649852204754,1.7921295166,-0.4445648193,-2.3688812256
1649852204957,-1.7092437744,-1.5382080078,-2.2266082764
1649852205155,-2.0482788086,-10.1407318115,2.3574218750
1649852205349,2.3736114502,-2.2949523926,2.2053680420
1649852205546,2.6715393066,1.9689788818,-0.6688995361
1649852205739,3.8436126709,2.5307312012,-2.6318664551
1649852205943,2.7208404541,-0.3870239258,-2.6061401367
1649852206137,-0.2934417725,-0.5508575439,-2.4556274414
1649852206336,-2.9284820557,-3.3624572754,-1.1540374756
1649852206535,-0.2785339355,-7.6984100342,3.8771972656
1649852206726,1.5887145996,-0.3537292480,1.8850860596
1649852206926,2.5352478027,1.5527801514,-0.2242279053
1649852207124,3.5191192627,1.2397155762,-1.8495178223
1649852207319,3.2851562500,0.1086425781,-1.7760925293
1649852207520,1.5948791504,-0.4628295898,-1.7030334473
1649852207712,-1.1228790283,-0.5010681152,-2.3338165283
1649852207914,-3.0043487549,-5.5597534180,-0.2850189209
1649852208109,0.0559844971,-5.9888916016,3.6458587646
1649852208302,2.0924377441,0.7766113281,2.3359069824
1649852208505,2.8866271973,0.2162628174,-1.1473846436
1649852208705,3.7559509277,2.4298248291,-2.0684509277
1649852208900,2.8309173584,0.2355194092,-1.9269104004
1649852209097,0.1902465820,-0.3425445557,-2.6426086426
1649852209287,-2.9561614990,-6.4940185547,-1.0133666992
1649852209484,0.3247680664,-6.1482543945,4.1614379883
1649852209684,2.4513244629,0.0366058350,2.1138000488
1649852209883,3.5711059570,1.4711151123,-1.5390167236
1649852210078,4.2590637207,-0.0345458984,-2.1183013916
1649852210272,1.5941467285,-0.5248260498,-2.4155426025
1649852210476,-1.5167541504,-1.5233001709,-2.0132293701
1649852210673,-2.9842529297,-7.0397033691,1.7598724365
1649852210867,0.3343505859,-2.4854278564,4.0702362061
1649852211068,2.1144256592,-0.3553771973,1.4108734131
1649852211258,3.5914459229,1.0531616211,-1.8321075439
1649852211460,3.9368286133,0.8074645996,-2.0745544434
1649852211654,1.7373352051,-0.1376037598,-2.0324096680
1649852211859,-0.7413940430,-1.8571472168,-2.5086517334
1649852212052,-2.7989196777,-7.4659118652,1.0705566406
1649852212250,1.9258575439,-4.4904174805,3.5538635254
1649852212443,3.0512542725,1.6727600098,0.8649444580
1649852212645,3.7833251953,0.4058837891,-2.3604583740
1649852212834,3.2480773926,1.3604278564,-2.9548797607
1649852213034,0.2735748291,-0.4238586426,-3.5798645020
1649852213233,-3.0463867188,-7.3051300049,-0.2010803223
1649852213433,1.8456420898,-5.3983001709,3.7654724121
1649852213631,2.7608489990,1.1996459961,1.1415405273
1649852213820,3.4193115234,0.7454071045,-1.9892272949
